date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:49:38	65883/65883	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:32%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-1.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:38	62234/62234	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:32%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-2.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:39	62186/62186	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:33%20GMT	https://theme.dsngrid.com/blackdsn/dark/carousel-portfolio-3.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/carousel-portfolio-3.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:39	55845/55845	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:35%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-horizontal.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:39	55843/55843	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:36%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-vertical.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/fullscreen-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:40	62710/62710	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:37%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-horizontal.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:40	62547/62547	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-vertical.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/fullscreen-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:41	63608/63608	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:43%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-distortion-horizontal.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/padding-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:42	63443/63443	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:44%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-distortion-vertical.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/padding-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:44	62732/62732	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:44%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-parallax-horizontal.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/padding-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:44	62566/62566	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:45%20GMT	https://theme.dsngrid.com/blackdsn/dark/padding-parallax-vertical.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/padding-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:45	63629/63629	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-distortion-horizontal.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/half-distortion-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:45	63463/63463	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:39%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-distortion-vertical.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/half-distortion-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:45	62748/62748	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-parallax-horizontal.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/half-parallax-horizontal.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:46	62583/62583	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/half-parallax-vertical.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/half-parallax-vertical.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:46	75065/75065	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-card-1.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/work-card-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:47	68731/68731	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:55%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-card-2.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/work-card-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:47	68685/68685	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:55%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-classic-1.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/work-classic-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:48	68628/68628	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:56%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-classic-2.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/work-classic-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:48	74407/74407	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:56%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-list-1.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/work-list-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:48	75093/75093	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:57%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-list-2.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/work-list-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:49	55413/55413	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:47%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-1.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/project-1.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:49	59249/59249	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:48%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-2.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/project-2.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:50	55557/55557	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-3.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/project-3.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:50	57410/57410	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-4.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/project-4.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:50	53988/53988	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:50%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-5.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/project-5.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:51	57010/57010	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:50%20GMT	https://theme.dsngrid.com/blackdsn/dark/project-6.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/project-6.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:51	61082/61082	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/stories.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/stories.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:52	70678/70678	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:52%20GMT	https://theme.dsngrid.com/blackdsn/dark/single-post.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/single-post.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:53	94665/94665	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:52%20GMT	https://theme.dsngrid.com/blackdsn/dark/service.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/service.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:54	110187/110187	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:30%20GMT	https://theme.dsngrid.com/blackdsn/dark/about-us.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/about-us.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:54	61612/61612	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202023%2017:06:34%20GMT	https://theme.dsngrid.com/blackdsn/dark/contact.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/contact.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:55	37466/37466	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:59%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project6/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:57	382645/382645	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:54%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project5/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:57	235179/235179	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:45%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project4/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:58	125676/125676	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:35%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project3/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:49:59	144357/144357	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:26%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project2/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:00	109669/109669	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:09:22%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/portfolio/project1/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:00	183989/183989	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:10%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/about-1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:02	73280/73280	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-3.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/about-3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:02	156846/156846	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:11%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-2.jpeg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/about-2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Oct%202023%2005:50:06%20GMT	https://theme.dsngrid.com/blackdsn/dark/work-col-3.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/work-col-3.37.delayed	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:03	24874/24874	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:07:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/about-4.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/about-4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:05	100658/100658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:38%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/team/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:05	63981/63981	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:40%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/2.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/team/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:08	68426/68426	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/3.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/team/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:08	1745/1745	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:41%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/team/4.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/team/4.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:10	116504/116504	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:16%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/1.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/blog/1.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:11	147658/147658	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:18%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/3.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/blog/3.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:12	190049/190049	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202023%2017:08:17%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/blog/2.jpg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/blog/2.jpg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:12	6212/6212	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/1.svg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/brand/1.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:13	2762/2762	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:19%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/2.svg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/brand/2.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:13	3157/3157	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/3.svg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/brand/3.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:13	6389/6389	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/4.svg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/brand/4.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:14	9219/9219	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:20%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/5.svg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/brand/5.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:14	5373/5373	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20May%202023%2017:08:21%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/img/brand/6.svg	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/img/brand/6.svg	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:15	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Oct%202023%2005:50:18%20GMT	https://theme.dsngrid.com/blackdsn/dark/home.html	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/home.html	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:15	86709/86709	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:49%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/jquery-3.1.1.min.js	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/js/jquery-3.1.1.min.js	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:17	47189/47189	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2031%20May%202023%2015:47:33%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/plugins/dsn-grid.min.js	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/js/plugins/dsn-grid.min.js	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:18	1070723/1070723	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:53%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/plugins.min.js	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/js/plugins.min.js	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:19	51194/51194	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2018%20May%202023%2017:07:47%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/js/custom.js	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/js/custom.js	(from https://theme.dsngrid.com/blackdsn/dark/)
10:50:20	34302/34302	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:13%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fontawesome-all.min.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
10:50:21	13686/13686	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:14%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/swiper.min.css	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/swiper.min.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
10:50:21	12686/12686	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:13%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/jquery.animatedheadline.css	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/jquery.animatedheadline.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
10:50:21	15512/15512	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fancybox.css	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fancybox.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
10:50:22	498/498	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2017:08:12%20GMT	https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fjGallery.css	C:/My%20Web%20Sites/Dar/theme.dsngrid.com/blackdsn/dark/assets/css/plugins/fjGallery.css	(from https://theme.dsngrid.com/blackdsn/dark/assets/css/plugins.css)
